thumb_x,thumb_y,index_x,index_y,middle_x,middle_y,ring_x,ring_y,small_x,small_y,runs
0.584731579,0.502368569,0.52889806,0.465630859,0.628677368,0.545285046,0.635017216,0.588879466,0.628037989,0.620202065,1
0.582539797,0.555865049,0.541666925,0.42433235,0.619227827,0.555574536,0.621663928,0.602376461,0.612529218,0.635318875,1
0.585114121,0.554264367,0.552127123,0.397190928,0.619586051,0.547762275,0.619145036,0.594410837,0.611828566,0.627177238,1
0.577595353,0.555040121,0.564967752,0.339639306,0.609909654,0.533422112,0.607721329,0.57531786,0.598567724,0.600160956,1
0.575344563,0.557161391,0.567621946,0.336512476,0.608214676,0.525597274,0.601663053,0.567254305,0.591699898,0.589152038,1
0.57635957,0.560518742,0.566248536,0.33134982,0.611079752,0.531372964,0.606642365,0.563037694,0.57612884,0.57157439,1
0.565413117,0.5519979,0.561162531,0.308330655,0.60278368,0.52113229,0.60101074,0.557440042,0.575686276,0.57682389,1
0.564236164,0.552829087,0.562272847,0.308959901,0.60050714,0.521463513,0.592973411,0.555766046,0.585598648,0.583848476,1
0.566860259,0.556047916,0.561717153,0.306272268,0.60213989,0.525907576,0.598988533,0.555407286,0.578305423,0.57445085,1
0.562708616,0.548689902,0.565028846,0.301567644,0.601994514,0.518345058,0.59448421,0.545143187,0.580316424,0.574868441,1
0.566672683,0.555876553,0.563268721,0.304424882,0.603477359,0.513424814,0.594679713,0.547349751,0.580271423,0.580073893,1
0.562927127,0.553015053,0.563781559,0.299887776,0.600920796,0.517969191,0.595021129,0.545302927,0.578549087,0.575236142,1
0.56091696,0.557960272,0.559584677,0.298377335,0.600152194,0.518935978,0.594336629,0.544660509,0.575718164,0.573987424,1
0.569369555,0.570431828,0.559697986,0.29909271,0.601369619,0.512950182,0.593033791,0.536212385,0.574673712,0.56804204,1
0.560492337,0.560345352,0.558914423,0.295755267,0.602730691,0.514358461,0.595229864,0.537781358,0.580118418,0.567870736,1
0.566496074,0.55647552,0.557231784,0.299332142,0.603899062,0.503079653,0.59751606,0.529258311,0.584378004,0.560236454,1
0.57420212,0.560275018,0.559570193,0.293997556,0.607393026,0.48985672,0.601209342,0.5084005,0.597986639,0.553269506,1
0.56871897,0.557771683,0.555864871,0.293472499,0.609631538,0.492735445,0.602685094,0.517374754,0.593084514,0.559568584,1
0.568334281,0.545533776,0.551991761,0.285829931,0.6085338,0.490131617,0.602854669,0.516487181,0.596181631,0.554949522,1
0.57485199,0.558996856,0.553020954,0.285997689,0.607791841,0.479072988,0.600794077,0.502598703,0.591261387,0.549260437,1
0.569977224,0.546408653,0.550933301,0.28424561,0.607595742,0.485942781,0.602292538,0.516567111,0.595406055,0.55560112,1
0.584376276,0.542972744,0.535827696,0.330843151,0.609133244,0.488888979,0.608128369,0.528199434,0.599723637,0.562860429,1
0.584559023,0.536439896,0.532320559,0.335168481,0.610384881,0.488121629,0.609942675,0.527905464,0.600740969,0.557576776,1
0.58936727,0.511540949,0.530673862,0.325109601,0.616073549,0.476440579,0.615424871,0.521018982,0.603738964,0.557656646,1
0.590816021,0.501778245,0.540179014,0.296855569,0.618831038,0.473179638,0.617857397,0.517726004,0.604367018,0.549300075,1
0.59613198,0.493385643,0.547338486,0.284574211,0.621901035,0.465861022,0.621734798,0.510998249,0.610744178,0.543572009,1
0.613245368,0.442865938,0.564766228,0.253475666,0.634197712,0.449573278,0.633223236,0.493945867,0.620857894,0.512960374,1
0.619873405,0.432654411,0.569801629,0.248808578,0.635985374,0.443001956,0.634634435,0.490421712,0.621671677,0.509694099,1
0.640812755,0.399578691,0.588976264,0.236873731,0.642055631,0.429685622,0.639283359,0.472240537,0.632618725,0.490433395,1
0.643019736,0.389371037,0.588903248,0.242973253,0.640790999,0.430117786,0.63910228,0.472912669,0.633916676,0.490520388,1
0.651378691,0.393644035,0.587698042,0.253336757,0.640713394,0.446056098,0.639990807,0.475606054,0.640113056,0.495220065,1
0.652690411,0.396910071,0.582960129,0.255965918,0.641573608,0.450263411,0.641255975,0.479246348,0.641749144,0.497768641,1
0.650313497,0.394931704,0.575209975,0.249840677,0.638728619,0.447895586,0.638660312,0.476009488,0.638879359,0.491466194,1
0.648202777,0.392078459,0.574963927,0.250058204,0.638221741,0.445876926,0.638040185,0.474153578,0.637442708,0.48972699,1
0.64367336,0.397405475,0.592732906,0.227243274,0.63965857,0.428380668,0.63581872,0.47305119,0.629601657,0.491434515,1
0.639182806,0.410021782,0.593848288,0.228639945,0.636954725,0.434386164,0.635126412,0.476339936,0.626880884,0.495817304,1
0.635084152,0.421321183,0.592816055,0.223499537,0.643199861,0.451976329,0.635727465,0.495673507,0.624648631,0.517074466,1
0.63622278,0.423834145,0.593507528,0.217643946,0.644434333,0.446044683,0.638158143,0.493508965,0.626469851,0.514261127,1
0.635869324,0.419847697,0.595303833,0.211481348,0.644964457,0.445008069,0.638766706,0.489238799,0.626974881,0.507801831,1
0.633642197,0.41618219,0.59996438,0.190477133,0.649955809,0.426231563,0.644034445,0.47361508,0.63175261,0.490535975,1
0.62740624,0.420449227,0.598924637,0.189407617,0.650184155,0.423583686,0.645606518,0.473614693,0.630177319,0.492179245,1
0.61595881,0.449403405,0.594899058,0.196506202,0.648998797,0.431643665,0.643247962,0.475691617,0.62720871,0.502091765,1
0.613105357,0.45220536,0.594610929,0.197380841,0.647449911,0.433260292,0.642487288,0.477532148,0.627653837,0.505626321,1
0.606782019,0.474148214,0.592435956,0.207375094,0.639891982,0.44981873,0.633945227,0.486673117,0.618478835,0.513090968,1
0.604738057,0.477869481,0.590561509,0.210530207,0.63863951,0.452315956,0.632094085,0.48819828,0.618135452,0.512926519,1
0.587104619,0.50936079,0.583937883,0.225507557,0.627915263,0.464650929,0.622884691,0.498704314,0.608488858,0.532657266,1
0.591409445,0.519132078,0.583075821,0.227302775,0.627395451,0.469315737,0.618575811,0.488252074,0.60546279,0.523506224,1
0.585011899,0.516957641,0.58264935,0.226944327,0.631305695,0.462719768,0.621468663,0.490588754,0.607285917,0.526126981,1
0.580015182,0.531252325,0.57446444,0.240697086,0.622020304,0.476349056,0.616289914,0.506154656,0.604106009,0.54497534,1
0.578660965,0.541844726,0.572960377,0.239596844,0.619099081,0.481202394,0.614455223,0.50598824,0.609149277,0.546223521,1
0.57736665,0.545519233,0.560519516,0.258218527,0.613358378,0.480255872,0.608300149,0.50992471,0.598785818,0.549516439,1
0.572686553,0.552316964,0.555888832,0.266516477,0.607549727,0.486139655,0.603242517,0.517312348,0.594790459,0.556536555,1
0.565335393,0.548891664,0.533965409,0.296080709,0.59411484,0.495910853,0.592200518,0.534503341,0.579805672,0.569746017,1
0.56241107,0.567989111,0.531470954,0.303252995,0.591630042,0.50454396,0.589232683,0.54046917,0.58024317,0.574204206,1
0.550234735,0.550193667,0.512423933,0.338573039,0.573914826,0.496023178,0.574917912,0.560693383,0.556508601,0.590038657,1
0.544183373,0.560855448,0.508498013,0.346263111,0.575130701,0.505691469,0.572951496,0.551170409,0.554159522,0.589000821,1
0.518765271,0.564839721,0.500630081,0.384800136,0.480668962,0.380816519,0.541354835,0.561645329,0.536369503,0.597584128,1
0.516993284,0.566752732,0.474637538,0.38858673,0.540806115,0.535309911,0.541874409,0.579747677,0.524483442,0.604522109,1
0.488298386,0.620218575,0.435719937,0.44486627,0.508446693,0.568351984,0.517387688,0.605211556,0.498545229,0.634465039,1
0.486164689,0.630805314,0.43010667,0.454970509,0.506073475,0.571198344,0.513733506,0.60786885,0.498113006,0.646291256,1
0.483915716,0.640803039,0.424380809,0.472422183,0.503219843,0.580308974,0.512294412,0.614350975,0.501653612,0.65362072,1
0.482875884,0.676698089,0.415049613,0.539689064,0.505009532,0.610374928,0.514376998,0.643463433,0.511545956,0.682351649,1
0.507550418,0.669181943,0.430514008,0.588481963,0.519406378,0.610206187,0.534819126,0.643715441,0.539947689,0.677670956,1
0.540492535,0.672040164,0.466010213,0.601202548,0.559718192,0.610453069,0.572156787,0.64913851,0.57495296,0.685667455,1
0.552336872,0.67133379,0.479820579,0.591402292,0.570726275,0.61090076,0.581982076,0.646200955,0.586611152,0.681308091,1
0.560829282,0.665986419,0.491179794,0.573257923,0.58172667,0.610189497,0.592492521,0.645632029,0.594984174,0.680268526,1
0.583796203,0.6417045,0.52690208,0.498533159,0.609532654,0.598848045,0.619712591,0.633418202,0.604982615,0.663930893,1
0.588697374,0.652658463,0.528938055,0.492274642,0.608015776,0.581595659,0.613886118,0.61924094,0.606012285,0.657841384,1
0.604978502,0.594157755,0.558960021,0.411334008,0.63125509,0.544709146,0.629903913,0.575821817,0.619832516,0.612031579,1
0.60142982,0.597427368,0.55687362,0.413206011,0.630133033,0.537314296,0.633025289,0.579585075,0.626838982,0.616503298,1
0.60213697,0.598019183,0.559334278,0.400664806,0.628771842,0.527979672,0.630587935,0.565035582,0.620397747,0.607849061,1
0.600435734,0.547905266,0.569651425,0.355607927,0.626901031,0.492688924,0.629794896,0.534387171,0.614805758,0.568175137,1
0.598482013,0.551753581,0.569706619,0.35151726,0.628217518,0.490376145,0.631294549,0.528553307,0.618413508,0.563987553,1
0.589614093,0.524703443,0.576481462,0.311612368,0.618341684,0.481428981,0.616161108,0.519102812,0.603531599,0.540894508,1
0.585792542,0.528866649,0.581978023,0.30972147,0.618014872,0.482085109,0.616814077,0.525777161,0.603470385,0.547511995,1
0.581080794,0.531919479,0.587170184,0.309323072,0.615345657,0.500579953,0.60916537,0.534972966,0.590429187,0.559308231,1
0.569591045,0.559192657,0.591879189,0.309057891,0.610882044,0.522310078,0.60243398,0.550242364,0.591318786,0.578142285,1
0.566139877,0.567989171,0.594584346,0.309971631,0.612023354,0.529266238,0.600587308,0.555399239,0.588719547,0.581880569,1
0.557291806,0.576595485,0.605443299,0.309169769,0.607816398,0.551927388,0.597361922,0.56596446,0.58539772,0.591685653,1
0.557447374,0.576350451,0.606748879,0.30789417,0.606829107,0.555043101,0.599952281,0.56893003,0.588970423,0.599907994,1
0.559855461,0.583516538,0.616238594,0.322257757,0.611699998,0.564002812,0.600170434,0.588054955,0.586052954,0.611773133,1
0.56210947,0.590647638,0.619817555,0.327546149,0.609980464,0.569769919,0.600552619,0.592771053,0.585973799,0.616458774,1
0.56607306,0.611388266,0.63116926,0.351307034,0.618818164,0.601891398,0.608653843,0.628793776,0.598147154,0.647826314,1
0.569703639,0.6164065,0.637527823,0.359146655,0.62296176,0.604063094,0.610438466,0.628983021,0.597525895,0.655241609,1
0.584931254,0.629910409,0.644656479,0.398683846,0.639791369,0.61031884,0.622140944,0.655339658,0.581941485,0.647279739,1
0.58809495,0.616923392,0.644716203,0.394256681,0.633158982,0.620687008,0.620494246,0.665002108,0.593984485,0.657703221,1
0.591684639,0.582349598,0.640846729,0.379547358,0.626794219,0.570287406,0.616958082,0.627446234,0.607125759,0.649479032,1
0.589215815,0.575680315,0.634009421,0.373596787,0.628859341,0.571661472,0.619991064,0.613473773,0.60482502,0.625493169,1
0.587714374,0.556221426,0.627959609,0.360858202,0.629624128,0.559109747,0.622536123,0.606026709,0.611485124,0.627763808,1
0.590742111,0.521774948,0.597301424,0.339257956,0.626321316,0.518731236,0.625922382,0.571816802,0.614917517,0.597220421,1
0.589901209,0.51847297,0.597726405,0.340727568,0.629892588,0.512541354,0.625377178,0.566654146,0.616712749,0.59877634,1
0.592157423,0.513404548,0.583147764,0.331928909,0.624673069,0.497614413,0.624497771,0.55050391,0.617920101,0.582458138,1
0.592402041,0.524197519,0.582052827,0.334096253,0.626474977,0.500396371,0.623913705,0.553622186,0.613476634,0.58097285,1
0.589541256,0.520845294,0.562964559,0.337036848,0.616917253,0.487873197,0.615669012,0.538590789,0.609730184,0.572198987,1
0.591352224,0.525864899,0.562422872,0.336718738,0.617383122,0.489750087,0.615289211,0.540556788,0.608653128,0.573506355,1
0.587829053,0.506886363,0.554374635,0.308779895,0.613993526,0.464658827,0.613987684,0.512444317,0.605980158,0.543812394,1
0.587512016,0.505831718,0.555122614,0.297824889,0.610523224,0.458425999,0.608128607,0.507019937,0.603845775,0.538871765,1
0.584474325,0.479289144,0.562401831,0.250422657,0.611314476,0.437219679,0.609076083,0.48630929,0.599632263,0.518798709,1
0.585146248,0.477820873,0.564747632,0.24051939,0.611860991,0.431155592,0.609069169,0.483341187,0.599895537,0.514058948,1
0.584134161,0.473443717,0.56775099,0.235656589,0.613385439,0.431164175,0.610284269,0.483812302,0.602129221,0.512654126,1
0.587091565,0.46689558,0.575538874,0.225389734,0.616620064,0.433339924,0.612916827,0.486729145,0.602234304,0.515701294,1
0.58976692,0.468506217,0.575560391,0.222857982,0.619730592,0.437598974,0.614302754,0.48986885,0.601717353,0.518060029,1
0.588344574,0.442857653,0.592222035,0.203001365,0.62033391,0.422859132,0.613575578,0.474924684,0.601039529,0.502390563,1
0.586608708,0.434650123,0.609192729,0.200020507,0.619870305,0.421184808,0.61210984,0.473698795,0.599777579,0.492262244,1
0.584755063,0.433180213,0.618912518,0.196155638,0.615510941,0.422966033,0.607786179,0.474934787,0.595582783,0.495637536,1
0.575213969,0.462448418,0.613378227,0.219008565,0.608567774,0.456132144,0.602164209,0.506421924,0.589235306,0.525893271,1
0.572374225,0.466677248,0.613389432,0.221998245,0.609237909,0.467773557,0.602781594,0.51438123,0.586998999,0.533011317,1
0.562996864,0.483581364,0.615264952,0.231439561,0.602115035,0.480952233,0.593242109,0.523939431,0.580450356,0.547551751,1
0.56052053,0.490010142,0.618526518,0.230503187,0.601011574,0.486054659,0.592749357,0.519000649,0.578303576,0.541388094,1
0.556852996,0.491737485,0.61822772,0.230600879,0.599738061,0.49032712,0.589761078,0.523699999,0.575298429,0.545487404,1
0.548288703,0.50723201,0.59684974,0.24032779,0.587579489,0.487896144,0.578588247,0.52500695,0.565829992,0.553657949,1
0.54964143,0.519603789,0.572577953,0.257629812,0.591705203,0.4984577,0.58278954,0.540516675,0.569333911,0.57234776,1
0.55185169,0.515293658,0.568622231,0.261114359,0.590302527,0.502273262,0.584249616,0.548842371,0.569597363,0.575639844,1
0.553205848,0.51336807,0.564555466,0.267710686,0.590300083,0.496568114,0.582993627,0.546363115,0.569876075,0.576119542,1
0.550714135,0.51420927,0.545431554,0.284981966,0.585128069,0.495372236,0.579524457,0.546390116,0.567682564,0.57031852,1
0.552221954,0.508898675,0.545032501,0.287591875,0.583732188,0.49211812,0.578453958,0.545285046,0.564045131,0.567058325,1
0.549892843,0.506217897,0.53320086,0.289123833,0.581691623,0.485922128,0.575635433,0.535575926,0.564415932,0.560101569,1
0.548947692,0.504062474,0.530612707,0.290006429,0.579091609,0.483382493,0.575008452,0.533097684,0.56464684,0.558959723,1
0.548683167,0.501591861,0.525344193,0.286455154,0.577873707,0.480380386,0.574279249,0.533388913,0.564025521,0.559050679,1
0.548922181,0.502561867,0.521769404,0.293108493,0.578327239,0.480822086,0.573921323,0.532978117,0.564012408,0.560316682,1
0.54907006,0.500933349,0.523309529,0.291725695,0.580605924,0.485100061,0.577202678,0.538608491,0.564172029,0.562399924,1
0.550888836,0.504575908,0.522654355,0.296886951,0.581778467,0.48517099,0.577361703,0.538210154,0.565234542,0.560239196,1
0.550733387,0.505804181,0.522175491,0.297177017,0.582260072,0.485343426,0.57728374,0.539548039,0.564141572,0.562029243,1
0.553363144,0.496568531,0.535909712,0.291214585,0.584157884,0.483242303,0.579307437,0.535356939,0.56544435,0.559280932,1
0.550924659,0.494081259,0.561960459,0.26175651,0.584840655,0.477906018,0.580013037,0.54009819,0.563885033,0.559588015,1
0.550492704,0.500352502,0.562799335,0.2639094,0.583648562,0.491278589,0.577467203,0.53776145,0.566349089,0.566377163,1
0.549638569,0.507912219,0.563601792,0.26731503,0.587294281,0.50098443,0.580207944,0.545661986,0.566846609,0.572107077,1
0.547596753,0.515565872,0.570737004,0.281154454,0.583018959,0.511184931,0.578408957,0.562736094,0.563991666,0.578497827,1
0.547078669,0.519115567,0.569788158,0.282502055,0.581189334,0.506644666,0.574969947,0.554296792,0.562275887,0.581181288,1
0.548066616,0.519435465,0.574020565,0.276982367,0.583819151,0.512603998,0.576441824,0.559233904,0.56428653,0.584471703,1
0.548841,0.510117173,0.579261601,0.277381778,0.585344374,0.507030547,0.576964021,0.555585325,0.564959705,0.578723669,1
0.548919559,0.499081433,0.586056054,0.25359726,0.590948999,0.502083004,0.581243813,0.545044303,0.566943407,0.567637444,1
0.546649575,0.495228261,0.588556409,0.249250293,0.59200114,0.49949494,0.583502293,0.54093349,0.567685962,0.566203296,1
0.542543173,0.482140988,0.587021887,0.225406796,0.585290074,0.480986476,0.578549564,0.520552158,0.566781044,0.546506584,1
0.54412657,0.484810323,0.586352348,0.218705282,0.587950766,0.467358351,0.577167273,0.504319489,0.555624723,0.521922648,1
0.541466355,0.483712345,0.582481802,0.212288737,0.583129704,0.475004315,0.574246764,0.505127072,0.55331701,0.524585128,1
0.539314866,0.486887515,0.587948263,0.235957146,0.580990255,0.247807592,0.565669179,0.505596817,0.565850198,0.539715528,1
0.538916886,0.488405913,0.578247786,0.209231377,0.584821522,0.470912546,0.576050222,0.50535661,0.554938197,0.525752246,1
0.549892545,0.498929888,0.563178301,0.213389888,0.587130845,0.457152039,0.580577433,0.494760275,0.55983609,0.520431221,1
0.550501704,0.50340575,0.557047129,0.212630138,0.589453816,0.458601892,0.582814097,0.496115595,0.567669034,0.527032018,1
0.555454493,0.508169889,0.558331251,0.213834599,0.589977145,0.462297469,0.586728275,0.499542177,0.575227201,0.531144977,1
0.570637524,0.493400872,0.568800628,0.215885699,0.606615484,0.462664902,0.598549366,0.49268496,0.590604246,0.529714048,1
0.565089345,0.486160278,0.567064822,0.206948504,0.607667267,0.451152444,0.604559362,0.492459118,0.590665758,0.526827455,1
0.584237337,0.474234402,0.5637514,0.251772523,0.620762587,0.45569998,0.618086219,0.503269553,0.603901148,0.530966699,1
0.588490546,0.469944835,0.567459643,0.253443599,0.624505877,0.449805409,0.6202057,0.499447763,0.608495116,0.529401183,1
0.593739688,0.46606648,0.571751416,0.251485586,0.628483713,0.442683429,0.624391258,0.495040268,0.612018287,0.522977293,1
0.607616127,0.458995491,0.571943879,0.267558336,0.640000701,0.436936527,0.638322711,0.492909849,0.624141753,0.515274882,1
0.609645247,0.452811658,0.571248531,0.270530045,0.63989675,0.430692911,0.637962341,0.484297812,0.626576781,0.508908927,1
0.613653839,0.430437565,0.567824364,0.278909892,0.642007589,0.412252098,0.641517758,0.466178983,0.631006777,0.495758563,1
0.609378219,0.431260407,0.563400805,0.283101499,0.641224027,0.413916707,0.641980231,0.470653743,0.626651585,0.49078244,1
0.598393381,0.44793427,0.547273636,0.285399586,0.629072726,0.431904554,0.628917038,0.483775377,0.616288185,0.512872159,1
0.581188977,0.468301952,0.534934103,0.290239096,0.615767598,0.444593132,0.615713,0.499620974,0.607852221,0.532434344,1
0.576112688,0.477521777,0.532431483,0.274244547,0.611156583,0.444487602,0.611004651,0.501350582,0.599227726,0.534230828,1
0.578321576,0.467608929,0.54117769,0.252662599,0.612859368,0.445035785,0.611294568,0.500485778,0.598174095,0.530695319,1
0.572746158,0.471456021,0.54306215,0.242427155,0.606755733,0.447835028,0.607995629,0.503893852,0.59342283,0.527661502,1
0.571493983,0.467351496,0.536320031,0.263237417,0.605415225,0.451924831,0.607469141,0.507897496,0.595031083,0.535877228,1
0.573158681,0.465997726,0.546861947,0.25371787,0.613772333,0.454234064,0.612393439,0.511237323,0.598290503,0.536864519,1
0.573660433,0.459165066,0.557985365,0.248130888,0.615483046,0.452936053,0.612335801,0.508630753,0.597579062,0.533713579,1
0.575727463,0.45579794,0.567398965,0.249034256,0.616776884,0.455640018,0.612480044,0.511976242,0.597976506,0.538489997,1
0.572630584,0.47495079,0.60249269,0.27265799,0.61669153,0.477978647,0.607322216,0.533186913,0.59527272,0.55898416,1
0.573070884,0.473684579,0.605427325,0.270343482,0.613632143,0.469069272,0.607807457,0.533041775,0.592620134,0.5549317,1
0.558878124,0.513853908,0.609629691,0.280654609,0.606975198,0.527090728,0.597415209,0.576325178,0.581011415,0.593904912,1
0.556975007,0.527218819,0.612812817,0.276103735,0.603507459,0.523650646,0.594194174,0.571847081,0.574101627,0.581089735,1
0.570441961,0.487090915,0.625361562,0.268605351,0.613355875,0.492306143,0.603969872,0.563807726,0.596308589,0.597664535,1
0.572281539,0.47384131,0.632353365,0.249478787,0.619748771,0.514015853,0.608931601,0.558152735,0.598444164,0.588366508,1
0.582059622,0.438665122,0.644168735,0.217829257,0.627946258,0.474216431,0.616384804,0.525108159,0.601908922,0.546189189,1
0.586843371,0.437978327,0.648883939,0.211998492,0.62631011,0.466269881,0.616947591,0.518451214,0.60851711,0.545131981,1
0.595099032,0.409451604,0.641677737,0.198259652,0.643251896,0.45093134,0.632264256,0.496885836,0.618428946,0.528040528,1
0.599624455,0.404316813,0.639073253,0.196456373,0.648306906,0.445945382,0.637287796,0.49704504,0.622684121,0.526753426,1
0.603930652,0.400596499,0.64408201,0.180350989,0.647850215,0.423241615,0.641436279,0.478860229,0.631154835,0.512762666,1
0.602837861,0.399828225,0.646320581,0.17656824,0.647325516,0.422130942,0.642196894,0.47908777,0.631679177,0.508086085,1
0.595098674,0.424471945,0.63833636,0.158141017,0.651569188,0.439655691,0.639680982,0.485984117,0.622855663,0.503675222,1
0.590943277,0.440630794,0.639062941,0.166935742,0.65024823,0.240825355,0.632184684,0.488060623,0.622164428,0.500847816,1
0.592006683,0.43093726,0.635846674,0.153616428,0.648252666,0.433484942,0.638993382,0.486139417,0.626118481,0.512202501,1
0.587008655,0.44474709,0.62485218,0.157375336,0.640757203,0.446210384,0.630189896,0.487340271,0.607103109,0.503644168,1
0.584645033,0.449711621,0.625900745,0.159322172,0.641442358,0.446861684,0.630875468,0.494305015,0.607985973,0.501630127,1
0.581749618,0.447091669,0.624842703,0.169545531,0.639868438,0.214413002,0.624067187,0.494374663,0.619929016,0.520058751,1
0.58457756,0.447881162,0.625650823,0.161151588,0.639484465,0.442720979,0.630507946,0.492539018,0.614956439,0.512263477,1
0.592209578,0.425482899,0.62048924,0.169348568,0.640706718,0.433414072,0.633007109,0.496663809,0.620058775,0.521856368,1
0.593416572,0.425114393,0.617455482,0.176561713,0.641527176,0.438056439,0.63645339,0.494907409,0.625820994,0.521375775,1
